,name,brand_id,fs_id,address,address2,city,state,country,zip,phone,website,guide,id,lat,lng,created_at,updated_at,distance_km
1102,Subway,513fbc1283aa2dc80c000005,,6105 TECHNI CENTER DR,,Austin,TX,US,78721,+15129284948,http://www.subway.com,"<p><b id=""docs-internal-guid-6dd52ca7-83bb-38fc-ff7e-f8009bd649c2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway is a great place for a protein rich meal on the go. If you follow some of these tips you will satisfy your sandwich craving with a big nutritional punch!</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Pile on the veggies</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway lets you add as many veggies as you want at no additional charge! This is a great way to add more nutrients to your sandwich.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go light on the spreads</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose light mayo or skip mayo all together and save 50-100 calories. Add some zest with mustard or honey mustard instead.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Choose sweets carefully</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose apples or a yogurt parfait instead of cookies if you're looking for a sweet ending to your meal.</span></p>",795225,30.275999069213867,-97.66899871826172,2017-06-26T21:54:19.000Z,2017-08-20T14:07:23.000Z,9.479376887595818
1104,Gatti's Pizza,513fbc1283aa2dc80c0003ee,,1555 BASTROP HWY,,Austin,TX,US,78742,+15125838104,http://gattispizza.com,,840192,30.22209930419922,-97.67459869384766,2017-06-26T21:59:28.000Z,2017-08-20T14:04:23.000Z,10.058637909907803
1105,Jack in the Box,513fbc1283aa2dc80c000012,,6540 ED BLUESTEIN BLVD,,Austin,TX,US,78723,+15129270330,http://www.jackinthebox.com,"<p><b id=""docs-internal-guid-c36d44f9-8c9a-d569-25bc-a1492f4dbf1c""></b></p><p><span style=""color: #000000;background-color: transparent;""><b>Think Green</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Cut calories and boost veggies by ordering a salad topped with grilled chicken. Choose from the classic Grilled Chicken Salad, Chicken Club Salad, or Southwest Chicken Salad. Use only half the dressing to keep calories at 500 or less.</span></p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Keep it Small</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Skip the big burgers like the Buttery Jack and Jumbo Jack and try the 320-calorie Jr. Jack instead. Pair it with a Side Salad to punch up the produce.</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Something Different</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Branch out beyond the typical burger or chicken sandwich and try the Chicken Fajita Pita. With only 340 calories, it’s a bargain!</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Better Breakfast</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you’re looking for a lighter breakfast, try the 140-calorie Mini Pancakes (260 calories with syrup) or the 280-calorie Breakfast Jack. Hold the Hash Browns and pair your breakfast with the Apple Bites with Caramel Dip instead.</span></p>",795478,30.302900314331055,-97.66110229492188,2017-06-26T21:54:21.000Z,2017-08-20T14:08:19.000Z,10.147173858832753
1106,Auntie Anne's,513fbc1283aa2dc80c00013e,4cadcc8bd1f8b60c8cb771c6,3600 Presidential Blvd Ste 204,,Austin,TX,US,78719,,http://www.auntieannes.com,,2492829,30.20216178894043,-97.666259765625,2018-09-21T14:06:53.000Z,2019-01-05T14:56:54.000Z,10.255440133643855
1107,Thundercloud Subs,513fbc1283aa2dc80c000b53,,3600 PRESIDENTIAL BLVD #213,,Austin,TX,US,78719,+15125303025,http://thundercloud.com/,,790078,30.2021484375,-97.66683197021484,2017-06-26T21:53:40.000Z,2017-08-20T14:06:12.000Z,10.303250152027227
1108,Schlotzsky's,513fbc1283aa2dc80c00013a,,3600 PRESIDENTIAL BLVD,,Austin,TX,US,78719,+15125302900,http://www.schlotzskys.com,,1869663,30.202634811401367,-97.6673812866211,2017-07-12T17:55:52.000Z,2017-08-20T14:06:32.000Z,10.32075527014544
1109,Auntie Anne's,513fbc1283aa2dc80c00013e,,3600 PRESIDENTIAL BLVD STE 204,,Austin,TX,US,78719,+15123851166,http://www.auntieannes.com,,842312,30.202999114990234,-97.66799926757812,2017-06-26T21:59:43.000Z,2017-08-20T14:06:34.000Z,10.35133552057752
1110,Sonic,513fbc1283aa2dc80c000010,,7112 ED BLUESTEIN BLVD STE 160,,Austin,TX,US,78723,+15129264692,http://www.sonicdrivein.com/,"<p><b id=""docs-internal-guid-c36d44f9-83b3-d5e2-4f6e-751171092864""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b></b></span></p><p style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b><b>Think small</b></b></span><br/></p><p dir=""ltr"" style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">When it comes to burgers, smaller is better. At Sonic, that means a Jr. Burger or Jr. Deluxe Cheeseburger. Got a hankering for a hot dog? S</span><span style=""color: rgb(0, 0, 0);"">kip the footlong and stick with a regular New York, All-American, or Chicago Dog.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go wacky</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Keep a lid on calories by ordering a Wacky Pack kid's meal. Pair Chicken Strips, a Jr. Burger, Corn Dog, or Hot Dog with Apple Slices and 1% Milk, Orange Juice, or Apple Juice for a 500-calorie meal. </span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Trim chicken</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">With around 450 calories each, the Classic Grilled Chicken Sandwich and Grilled Chicken Wrap are great choices.</span></p>",798385,30.313800811767578,-97.6626968383789,2017-06-26T21:54:48.000Z,2017-08-20T14:08:33.000Z,11.010973298656584
1111,Wingstop,513fbc1283aa2dc80c00006d,5253358a11d2c5dd3ebc16d4,7112 Ed Bluestein Blvd,,Austin,TX,US,78723,+15129289464,http://www.wingstop.com/,,2396016,30.314016342163086,-97.66402435302734,2017-12-02T22:10:55.000Z,2017-12-02T22:10:55.000Z,11.124079257148718
1112,KFC,513fbc1283aa2dc80c00001e,,7206 ED BLUESTEIN BLVD,,Austin,TX,US,78723,+15129269498,http://www.kfc.com/,"<p><b id=""docs-internal-guid-6dd52ca7-8d05-e40f-e1d5-67bbcdf27be6""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Go for the salad</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Get a taste of the chicken you love, with a generous helping of greens.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Slimmer sides</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Choose corn on the cob or green beans instead of mashed potatoes and gravy to boost your veggie intake and decrease the calorie content of your meal.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Go grilled</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Switch out some or all of your fried chicken order for grilled chicken to decrease fat and calories.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Drink smart</b></span></p><p><span style=""color: #000000;background-color: transparent;"">If you’re drinking a sugary beverage like soda, order a small to save calories.</span></p>",843795,30.315200805664062,-97.66310119628906,2017-06-26T21:59:52.000Z,2017-08-20T14:08:12.000Z,11.141316474584697
1114,Waffle House,55ded06e27fbbf82551a8491,,7809 E BEN WHITE BLVD,,Austin,TX,US,78744,+15123890444,http://www.wafflehouse.com,,1882668,30.219253540039062,-97.68824768066406,2017-07-12T17:57:32.000Z,2017-08-20T14:08:53.000Z,11.404160310368017
1115,Starbucks,513fbc1283aa2dc80c00001f,,7709 E BEN WHITE BLVD,,Austin,TX,US,78744,+15123868826,http://www.starbucks.com,"<p><b id=""docs-internal-guid-825ed8d2-82fe-2196-a809-a535cba9006f""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">Caffeine is a morning necessity for millions worldwide. If you’re not a fan of drinking your coffee black or espresso straight, try these suggestions to skim calories, fat, and sugar from your beverage of choice.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Make your latte “skinny”</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Lose the whip and substitute nonfat milk  in your latte to cut fat and calories. Lose the sugary syrups and pump up the flavor with the sugar-free versions instead. </span><span style=""color: #000000;background-color: transparent;""><br class=""kix-line-break""/></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Downsize</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you can't resist that Caramel Macchiato or Vanilla Latte, stick to a modest Tall or Short size to indulge for fewer calories.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Snack smart</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For a healthy breakfast on-the-go, try the Whole-Grain Oatmeal, Reduced-Fat Turkey Bacon Breakfast Sandwich, or the Spinach &amp; Feta Breakfast Wrap. Looking for a snack? Satisfy your sweet tooth with seasonal fruit or a Greek yogurt parfait.  If you need something a bit more substantial to battle the afternoon hunger, try the Protein Bistro Box.</span></p>",796310,30.218717575073242,-97.68929290771484,2017-06-26T21:54:29.000Z,2017-08-20T14:18:03.000Z,11.517880879067636
1116,Subway,513fbc1283aa2dc80c000005,,7709 E BEN WHITE BLVD,,Austin,TX,US,78744,+15123895011,http://www.subway.com,"<p><b id=""docs-internal-guid-6dd52ca7-83bb-38fc-ff7e-f8009bd649c2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway is a great place for a protein rich meal on the go. If you follow some of these tips you will satisfy your sandwich craving with a big nutritional punch!</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Pile on the veggies</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway lets you add as many veggies as you want at no additional charge! This is a great way to add more nutrients to your sandwich.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go light on the spreads</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose light mayo or skip mayo all together and save 50-100 calories. Add some zest with mustard or honey mustard instead.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Choose sweets carefully</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose apples or a yogurt parfait instead of cookies if you're looking for a sweet ending to your meal.</span></p>",795011,30.218000411987305,-97.69000244140625,2017-06-26T21:54:17.000Z,2017-08-20T14:09:00.000Z,11.607115946541288
1118,Denny's,513fbc1283aa2dc80c000017,,7619 E BEN WHITE BLVD,,Austin,TX,US,78741,+15123890013,http://www.dennys.com/,"<p><b id=""docs-internal-guid-8f51d79d-67dc-7689-8fd7-afd65c3986fb""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>A smarter slam</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you’re a fan of the Grand Slam, try the the 390-calorie Fit Slam instead. This slimmer slam comes with egg whites, turkey bacon, fruit, and an English muffin.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Honorable omelette</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">The Loaded Veggie (egg white) Omelette is packed with fresh spinach, mushrooms, squash, tomatoes, and swiss cheese all for just 490 calories. Get your omelette on!</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Slim salad</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Dining for lunch or dinner? Try the Cranberry Apple Chicken Salad for just 360 calories. </span></p>",795071,30.217660903930664,-97.69200897216797,2017-06-26T21:54:18.000Z,2017-08-20T14:08:28.000Z,11.80221740775058
1121,Jack in the Box,513fbc1283aa2dc80c000012,,8706 E US HIGHWAY 290,,Austin,TX,US,78724,+15129288969,http://www.jackinthebox.com,"<p><b id=""docs-internal-guid-c36d44f9-8c9a-d569-25bc-a1492f4dbf1c""></b></p><p><span style=""color: #000000;background-color: transparent;""><b>Think Green</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Cut calories and boost veggies by ordering a salad topped with grilled chicken. Choose from the classic Grilled Chicken Salad, Chicken Club Salad, or Southwest Chicken Salad. Use only half the dressing to keep calories at 500 or less.</span></p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Keep it Small</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Skip the big burgers like the Buttery Jack and Jumbo Jack and try the 320-calorie Jr. Jack instead. Pair it with a Side Salad to punch up the produce.</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Something Different</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Branch out beyond the typical burger or chicken sandwich and try the Chicken Fajita Pita. With only 340 calories, it’s a bargain!</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Better Breakfast</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you’re looking for a lighter breakfast, try the 140-calorie Mini Pancakes (260 calories with syrup) or the 280-calorie Breakfast Jack. Hold the Hash Browns and pair your breakfast with the Apple Bites with Caramel Dip instead.</span></p>",796582,30.328458786010742,-97.65898895263672,2017-06-26T21:54:31.000Z,2017-08-20T14:09:09.000Z,11.880435096984987
1122,Bill Miller Bar-B-Q,513fbc1283aa2dc80c00017b,,8700 E HIGHWAY 290,,Austin,TX,US,78724,+15129263502,http://www.billmillerbbq.com,,798904,30.32845687866211,-97.6590347290039,2017-06-26T21:54:52.000Z,2017-08-20T14:09:13.000Z,11.883264345908529
1123,Dairy Queen,513fbc1283aa2dc80c000027,,"5900 Manor Road, Austin",,Austin,Texas,US,78723,+15129264412,http://www.dairyqueen.com/us-en/,"<p>Food items</p><p>Dairy Queen offers many items that let you trim the calories but not the flavor. Make a healthy meal by choosing the grilled chicken sandwich and pairing it with a side salad with vinaigrette dressing.  You also can't go wrong with the grilled chicken salad which has a satiating 26 grams of protein and only 160 calories. </p><p>Treats</p><p>Dairy Queen has many treat options that can fit into a healthy diet. The trick is to keep serving sizes small and limit extra toppings. Choose the small vanilla cone or the small strawberry sundae for only 240 calories each. The fudge bar is also a great option because it has only 50 calories, is fat free and has no added sugar. If the classic DQ Blizzard is more your style, stick with the mini size to limit the impact on your waistline but still make your tastebuds happy.</p>",793206,30.30699920654297,-97.68000030517578,2017-06-26T21:54:04.000Z,2018-08-30T10:49:54.000Z,11.909388867444957
1124,McDonald's,513fbc1283aa2dc80c000053,,1143 1/2 AIRPORT BLVD,,Austin,TX,US,78702,+15129261234,http://www.mcdonalds.com,"<p><b id=""docs-internal-guid-c36d44f9-7dea-ff30-8f5a-456a59f6fca8""></b></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Choose Chicken</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">Lean, grilled chicken is the way to go at McDonald’s. Try it on a veggie-packed salad with a side of low fat dressing or opt for a grilled chicken sandwich or McWrap (hold the sauce) and pump up the produce with a side of Apple Slices or salad.</span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Stick with Smaller</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">If it’s gotta be a burger, stick with a slim 250-calorie Hamburger or 300-calorie Cheeseburger.  Try getting one as part of a Happy Meal (yes, adults can eat these too!). With about 500 calories per meal, you’ll treat your inner child without growing your waistline.   </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Breakfast</b></span></p><p><span style=""color: #222222;background-color: #ffffff;"">Start your day with an Egg White Delight McMuffin, Fruit ‘N Yogurt Parfait, or Fruit &amp; Maple Oatmeal. Each clocks in with less than 300 calories. Skip the Hash Browns and get a side of Apple Slices instead.</span></p>",779381,30.27199935913086,-97.6969985961914,2017-06-26T21:52:28.000Z,2017-08-20T14:02:22.000Z,11.969807154191084
1125,Golden Chick,596d0e50a4e05b136dc62153,,1144 AIRPORT BLVD,,Austin,TX,US,78702,+15129271000,http://goldenchick.com/,,2212996,30.27211570739746,-97.69747924804688,2017-08-20T14:03:12.000Z,2017-08-20T14:03:12.000Z,12.017630587325998
1126,McDonald's,513fbc1283aa2dc80c000053,4b899ca7f964a5201a4632e3,8500 E Highway 290,,Austin,TX,US,78724,,http://www.mcdonalds.com,"<p><b id=""docs-internal-guid-c36d44f9-7dea-ff30-8f5a-456a59f6fca8""></b></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Choose Chicken</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">Lean, grilled chicken is the way to go at McDonald’s. Try it on a veggie-packed salad with a side of low fat dressing or opt for a grilled chicken sandwich or McWrap (hold the sauce) and pump up the produce with a side of Apple Slices or salad.</span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Stick with Smaller</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">If it’s gotta be a burger, stick with a slim 250-calorie Hamburger or 300-calorie Cheeseburger.  Try getting one as part of a Happy Meal (yes, adults can eat these too!). With about 500 calories per meal, you’ll treat your inner child without growing your waistline.   </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Breakfast</b></span></p><p><span style=""color: #222222;background-color: #ffffff;"">Start your day with an Egg White Delight McMuffin, Fruit ‘N Yogurt Parfait, or Fruit &amp; Maple Oatmeal. Each clocks in with less than 300 calories. Skip the Hash Browns and get a side of Apple Slices instead.</span></p>",2601799,30.329097747802734,-97.66063690185547,2019-12-22T20:19:53.000Z,2019-12-22T20:19:54.000Z,12.040187001879053
1127,McDonald's,513fbc1283aa2dc80c000053,,8500 E HIGHWAY 290,,Austin,TX,US,78724,+15129331907,http://www.mcdonalds.com,"<p><b id=""docs-internal-guid-c36d44f9-7dea-ff30-8f5a-456a59f6fca8""></b></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Choose Chicken</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">Lean, grilled chicken is the way to go at McDonald’s. Try it on a veggie-packed salad with a side of low fat dressing or opt for a grilled chicken sandwich or McWrap (hold the sauce) and pump up the produce with a side of Apple Slices or salad.</span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Stick with Smaller</b></span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;"">If it’s gotta be a burger, stick with a slim 250-calorie Hamburger or 300-calorie Cheeseburger.  Try getting one as part of a Happy Meal (yes, adults can eat these too!). With about 500 calories per meal, you’ll treat your inner child without growing your waistline.   </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""> </span></p><p dir=""ltr""><span style=""color: #222222;background-color: #ffffff;""><b>Breakfast</b></span></p><p><span style=""color: #222222;background-color: #ffffff;"">Start your day with an Egg White Delight McMuffin, Fruit ‘N Yogurt Parfait, or Fruit &amp; Maple Oatmeal. Each clocks in with less than 300 calories. Skip the Hash Browns and get a side of Apple Slices instead.</span></p>",796421,30.32900047302246,-97.66100311279297,2017-06-26T21:54:30.000Z,2017-08-20T14:08:18.000Z,12.05634645460799
1128,Subway,513fbc1283aa2dc80c000005,,1144 AIRPORT BLVD STE 200,,Austin,TX,US,78702,+15129289220,http://www.subway.com,"<p><b id=""docs-internal-guid-6dd52ca7-83bb-38fc-ff7e-f8009bd649c2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway is a great place for a protein rich meal on the go. If you follow some of these tips you will satisfy your sandwich craving with a big nutritional punch!</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Pile on the veggies</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway lets you add as many veggies as you want at no additional charge! This is a great way to add more nutrients to your sandwich.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go light on the spreads</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose light mayo or skip mayo all together and save 50-100 calories. Add some zest with mustard or honey mustard instead.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Choose sweets carefully</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose apples or a yogurt parfait instead of cookies if you're looking for a sweet ending to your meal.</span></p>",780330,30.27199935913086,-97.697998046875,2017-06-26T21:52:35.000Z,2017-08-20T14:02:52.000Z,12.063788623895155
1129,Pizza Hut,513fbc1283aa2dc80c000009,,1144 AIRPORT BLVD,,Austin,TX,US,78702,+15129331444,https://order.pizzahut.com/home,"<p><b id=""docs-internal-guid-6dd52ca7-8d03-6a1a-567a-630329751438""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Load up on veggies</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Add a nutritional boost (for very few calories) by loading your pizza up with veggies! The more veggies the better!</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Mind your meat</i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If meat is what you are after, skip the pepperoni and Italian sausage and choose lean ham instead.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><i>Keep it thin </i></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Thin crust, that is! Choose a thin crust instead of hand tossed or pan and save up to calories per medium slice. </span></p>",778092,30.27199935913086,-97.697998046875,2017-06-26T21:52:20.000Z,2017-08-20T14:02:52.000Z,12.063788623895155
1130,Jack in the Box,513fbc1283aa2dc80c000012,,1151 AIRPORT BLVD,,Austin,TX,US,78702,+15129288381,http://www.jackinthebox.com,"<p><b id=""docs-internal-guid-c36d44f9-8c9a-d569-25bc-a1492f4dbf1c""></b></p><p><span style=""color: #000000;background-color: transparent;""><b>Think Green</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Cut calories and boost veggies by ordering a salad topped with grilled chicken. Choose from the classic Grilled Chicken Salad, Chicken Club Salad, or Southwest Chicken Salad. Use only half the dressing to keep calories at 500 or less.</span></p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Keep it Small</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Skip the big burgers like the Buttery Jack and Jumbo Jack and try the 320-calorie Jr. Jack instead. Pair it with a Side Salad to punch up the produce.</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Something Different</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Branch out beyond the typical burger or chicken sandwich and try the Chicken Fajita Pita. With only 340 calories, it’s a bargain!</span></p><p><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b>Better Breakfast</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you’re looking for a lighter breakfast, try the 140-calorie Mini Pancakes (260 calories with syrup) or the 280-calorie Breakfast Jack. Hold the Hash Browns and pair your breakfast with the Apple Bites with Caramel Dip instead.</span></p>",838579,30.27365493774414,-97.69795227050781,2017-06-26T21:59:18.000Z,2017-08-20T14:02:57.000Z,12.098064305243362
1131,Church's Chicken,513fbc1283aa2dc80c00002d,,1150 AIRPORT BLVD,,Austin,TX,US,78702,+15129261350,http://www.churchs.com/index.html,,781455,30.27400016784668,-97.697998046875,2017-06-26T21:52:42.000Z,2017-08-20T14:02:57.000Z,12.110743847807893
1132,Domino's,513fbc1283aa2dc80c000003,,1192 AIRPORT BLVD,,Austin,TX,US,78702,+15129293300,http://www.dominos.com,"<div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Pizza Crust</b></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">When it comes to pizza crust, the thinner the better. On average, thin crust pizza at Domino's has 20% fewer calories than hand tossed. Pass on the even thicker pan crust.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Toppings</b><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Pile on those vegetables! Veggies on pizza is a great way to fill up without filling out. If adding protein, stick to the leaner options like chicken or ham and skip the fatty beef, pepperoni, sausage, and steak.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Sides</b><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Pair your pizza with a side salad instead of breadsticks or chicken wings, You'll save calories and add another dose of veggies to your meal.</div>",781457,30.27638816833496,-97.6999282836914,2017-06-26T21:52:42.000Z,2017-08-20T14:04:01.000Z,12.3518644001608
1133,Tropical Smoothie Cafe,513fbc1283aa2dc80c000170,5329b7a6498eb123678ad90a,1078 Grove Blvd,,Austin,TX,US,78741,,http://tropicalsmoothie.com/,,2396012,30.23613929748535,-97.7048110961914,2017-12-02T22:10:54.000Z,2020-06-16T23:38:53.000Z,12.564675579651048
1134,Quizno's,513fbc1283aa2dc80c000013,,8201 CROSS PARK DR,,Austin,TX,US,78754,+15129280044,http://www.quiznos.com/,,844663,30.330156326293945,-97.66730499267578,2017-06-26T21:59:58.000Z,2017-08-20T14:07:54.000Z,12.569338893687975
1135,Sonic,513fbc1283aa2dc80c000010,,1815 AIRPORT BLVD,,Austin,TX,US,78702,+15124748511,http://www.sonicdrivein.com/,"<p><b id=""docs-internal-guid-c36d44f9-83b3-d5e2-4f6e-751171092864""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b></b></span></p><p style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;""><b><b>Think small</b></b></span><br/></p><p dir=""ltr"" style=""color: rgb(85, 85, 85);background-color: rgb(255, 255, 255);""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">When it comes to burgers, smaller is better. At Sonic, that means a Jr. Burger or Jr. Deluxe Cheeseburger. Got a hankering for a hot dog? S</span><span style=""color: rgb(0, 0, 0);"">kip the footlong and stick with a regular New York, All-American, or Chicago Dog.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go wacky</b></span><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Keep a lid on calories by ordering a Wacky Pack kid's meal. Pair Chicken Strips, a Jr. Burger, Corn Dog, or Hot Dog with Apple Slices and 1% Milk, Orange Juice, or Apple Juice for a 500-calorie meal. </span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Trim chicken</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">With around 450 calories each, the Classic Grilled Chicken Sandwich and Grilled Chicken Wrap are great choices.</span></p>",784107,30.28144073486328,-97.70321655273438,2017-06-26T21:52:58.000Z,2017-08-20T14:05:38.000Z,12.800452831795354
1136,Whataburger,513fbc1283aa2dc80c00002f,4b21b1bcf964a520494024e3,3210 E Martin Luther King Jr Blvd,,Austin,TX,US,78721,,http://www.whataburger.com,,2573995,30.28310203552246,-97.70294189453125,2019-03-13T02:31:53.000Z,2020-06-16T23:37:58.000Z,12.826762322015002
